Name,Collection,Top 1 Organism,Top 2 Organism,Top 3 Organism,Top 4 Organism,Top 5 Organism,Top 6 Organism,Top 7 Organism,Top 8 Organism,Top 9 Organism,Top 10 Organism,Top 11 Organism,Top 12 Organism,Top 13 Organism,Top 14 Organism,Top 15 Organism,Top 16 Organism,Top 17 Organism,Top 18 Organism,Top 19 Organism,Top 20 Organism,Top 21 Organism,Top 22 Organism,Top 23 Organism,Top 24 Organism,Top 25 Organism,Top 26 Organism,Top 27 Organism,Top 28 Organism,Top 29 Organism,Top 30 Organism,Top 31 Organism,Top 32 Organism,Top 33 Organism,Top 34 Organism,Top 35 Organism,Top 36 Organism,Top 37 Organism,Top 38 Organism,Top 39 Organism,Top 40 Organism,Top 41 Organism,Top 42 Organism,Top 43 Organism,Top 44 Organism,Top 45 Organism,Top 46 Organism,Top 47 Organism,Top 48 Organism,Top 49 Organism,Top 50 Organism,Top 51 Organism,Top 52 Organism,Top 53 Organism,Top 54 Organism,Top 55 Organism,Top 56 Organism,Top 57 Organism,Top 58 Organism,Top 59 Organism,Top 60 Organism,Top 61 Organism,Top 62 Organism,Top 63 Organism,Top 64 Organism,Top 65 Organism,Top 66 Organism,Top 67 Organism,Top 68 Organism,Top 69 Organism,Top 70 Organism,Top 71 Organism,Top 72 Organism,Top 73 Organism,Top 74 Organism,Top 75 Organism,Top 76 Organism,Top 77 Organism,Top 78 Organism,Top 79 Organism,Top 80 Organism,Top 81 Organism,Top 82 Organism,Top 83 Organism,Top 84 Organism,Top 85 Organism,Top 86 Organism,Top 87 Organism,Top 88 Organism,Top 89 Organism,Top 90 Organism,Top 91 Organism,Top 92 Organism,Top 93 Organism,Top 94 Organism,Top 95 Organism,Top 96 Organism,Top 97 Organism,Top 98 Organism,Top 99 Organism,Top 100 Organism
Frailty,health_concerns,[841] Roseburia (-309.3524385825265) (abundance=0) (cdf=0),[375288] Parabacteroides (309.3524385825265) (abundance=0) (cdf=0),[216851] Faecalibacterium (-309.3524385825265) (abundance=0) (cdf=0),[572511] Blautia (-307.1619957946602) (abundance=0) (cdf=0),[570] Klebsiella (307.1619957946602) (abundance=0) (cdf=0),[158846] Megamonas (-307.1619957946602) (abundance=0) (cdf=0),[838] Prevotella (-307.1619957946602) (abundance=0) (cdf=0),[239934] Akkermansia (306.1649885837871) (abundance=0) (cdf=0),[201174] Actinomycetota (301.19010038826525) (abundance=0) (cdf=0),[1224] Pseudomonadota (299.387661440588) (abundance=0) (cdf=0),[203494] Verrucomicrobiia (299.387661440588) (abundance=0) (cdf=0),[649776] Synergistales (299.387661440588) (abundance=0) (cdf=0),[171551] Porphyromonadaceae (299.387661440588) (abundance=0) (cdf=0),[1239] Bacillota (-299.387661440588) (abundance=0) (cdf=0),[712] Pasteurellaceae (-299.387661440588) (abundance=0) (cdf=0),[638847] Pyramidobacter (299.387661440588) (abundance=0) (cdf=0),[135625] Pasteurellales (-299.387661440588) (abundance=0) (cdf=0),[1578] Lactobacillus (299.387661440588) (abundance=0) (cdf=0),[33024] Phascolarctobacterium (-299.387661440588) (abundance=0) (cdf=0),[33958] Lactobacillaceae (299.387661440588) (abundance=0) (cdf=0),[724] Haemophilus (-299.387661440588) (abundance=0) (cdf=0),[74201] Verrucomicrobiota (299.387661440588) (abundance=0) (cdf=0),[48461] Verrucomicrobiales (299.387661440588) (abundance=0) (cdf=0),[91347] Enterobacterales (299.387661440588) (abundance=0) (cdf=0),[156973] Dysgonomonas (299.387661440588) (abundance=0) (cdf=0),[186801] Clostridia (-299.387661440588) (abundance=0) (cdf=0),[649777] Synergistaceae (299.387661440588) (abundance=0) (cdf=0),[203557] Verrucomicrobiaceae (299.387661440588) (abundance=0) (cdf=0),[543] Enterobacteriaceae (299.387661440588) (abundance=0) (cdf=0),[909932] Negativicutes (-299.387661440588) (abundance=0) (cdf=0),[909929] Selenomonadales (-299.387661440588) (abundance=0) (cdf=0),[171552] Prevotellaceae (-299.387661440588) (abundance=0) (cdf=0),[508458] Synergistota (299.387661440588) (abundance=0) (cdf=0),[2753] Synergistes (299.387661440588) (abundance=0) (cdf=0),[906] Megasphaera (-299.387661440588) (abundance=0) (cdf=0),[909930] Acidaminococcaceae (-299.387661440588) (abundance=0) (cdf=0),[1236] Gammaproteobacteria (299.387661440588) (abundance=0) (cdf=0),[85004] Bifidobacteriales (299.387661440588) (abundance=0) (cdf=0),[31953] Bifidobacteriaceae (299.387661440588) (abundance=0) (cdf=0),[1678] Bifidobacterium (299.387661440588) (abundance=0) (cdf=0),[31977] Veillonellaceae (-299.387661440588) (abundance=0) (cdf=0),[171550] Rikenellaceae (299.387661440588) (abundance=0) (cdf=0),[239759] Alistipes (299.387661440588) (abundance=0) (cdf=0),[816] Bacteroides (2.190442787866314) (abundance=0) (cdf=0),[1407607] Fusicatenibacter (-2.190442787866314) (abundance=0) (cdf=0),[33043] Coprococcus eutactus (-1.000371092774931) (abundance=0) (cdf=0),[154046] Hungatella hathewayi (1.000371092774931) (abundance=0) (cdf=0),[817] Bacteroides fragilis (1.000371092774931) (abundance=0) (cdf=0),[165179] Segatella copri (-1.000371092774931) (abundance=0) (cdf=0),[1654] Actinomyces (-0.9970072108731002) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chito-oligosaccharides Digestion,health_concerns,[200643] Bacteroidia (49.00441889422891) (abundance=0) (cdf=0),[838] Prevotella (40.46161129638601) (abundance=0) (cdf=0),[239759] Alistipes (40.46161129638601) (abundance=0) (cdf=0),[570] Klebsiella (-40.46161129638601) (abundance=0) (cdf=0),[216851] Faecalibacterium (40.46161129638601) (abundance=0) (cdf=0),[119852] Oscillospira (8.5428075978429) (abundance=0) (cdf=0),[1263] Ruminococcus (8.5428075978429) (abundance=0) (cdf=0),[1301] Streptococcus (8.5428075978429) (abundance=0) (cdf=0),[1485] Clostridium (8.5428075978429) (abundance=0) (cdf=0),[28116] Bacteroides ovatus (8.5428075978429) (abundance=0) (cdf=0),[1224] Pseudomonadota (8.5428075978429) (abundance=0) (cdf=0),[1678] Bifidobacterium (8.5428075978429) (abundance=0) (cdf=0),[201174] Actinomycetota (8.5428075978429) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sensitivity:Cow's Milk Allergy,health_concerns,[31953] Bifidobacteriaceae (-103749.11985163885) (abundance=0) (cdf=0),[186803] Lachnospiraceae (-103749.11985163885) (abundance=0) (cdf=0),[1300] Streptococcaceae (-103749.11985163885) (abundance=0) (cdf=0),[1678] Bifidobacterium (-1.1782384764414195) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperthyroidism,health_concerns,[1578] Lactobacillus (-1900.1139189139647) (abundance=0) (cdf=0),[1678] Bifidobacterium (-1900.1139189139647) (abundance=0) (cdf=0),[1350] Enterococcus (1900.1139189139647) (abundance=0) (cdf=0),[1485] Clostridium (1900.1139189139647) (abundance=0) (cdf=0),[28221] Deltaproteobacteria (-1.614416265265074) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuberculosis,health_concerns,[1678] Bifidobacterium (-42.465271425785026) (abundance=0) (cdf=0),[572511] Blautia (37.583972962224735) (abundance=0) (cdf=0),[207244] Anaerostipes (37.583972962224735) (abundance=0) (cdf=0),[128827] Erysipelotrichaceae (37.583972962224735) (abundance=0) (cdf=0),[189330] Dorea (-37.583972962224735) (abundance=0) (cdf=0),[841] Roseburia (-32.70267449866444) (abundance=0) (cdf=0),[33024] Phascolarctobacterium (4.881298463560294) (abundance=0) (cdf=0),[216851] Faecalibacterium (4.881298463560294) (abundance=0) (cdf=0),[838] Prevotella (-4.881298463560294) (abundance=0) (cdf=0),[1730] Eubacterium (4.881298463560294) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Musculoskeletal Pain,health_concerns,[410072] Coprococcus comes (-1.0) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autoimmune Pancreatitis,health_concerns,[363265] Leyella stercorea (1841.7470994981597) (abundance=0) (cdf=0),[29465] Veillonella (1841.7470994981597) (abundance=0) (cdf=0),[216851] Faecalibacterium (-1841.7470994981597) (abundance=0) (cdf=0),[29466] Veillonella parvula (1841.7470994981597) (abundance=0) (cdf=0),[39778] Veillonella dispar (1841.7470994981597) (abundance=0) (cdf=0),[853] Faecalibacterium prausnitzii (-1841.7470994981597) (abundance=0) (cdf=0),[1318] Streptococcus parasanguinis (1841.7470994981597) (abundance=0) (cdf=0),[487173] Dialister succinatiphilus (-1841.7470994981597) (abundance=0) (cdf=0),[39777] Veillonella atypica (1841.7470994981597) (abundance=0) (cdf=0),[158846] Megamonas (-1841.7470994981597) (abundance=0) (cdf=0),[437897] Megamonas funiformis (-1841.7470994981597) (abundance=0) (cdf=0),[576] Klebsiella sp (1.6211986634977835) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amygdalin Digestion,health_concerns,[1870985] Arabiibacter massiliensis (1.0) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Permeability,health_concerns,[186801] Clostridia (-6.331180122985343) (abundance=0) (cdf=0),[1263] Ruminococcus (-6.331180122985343) (abundance=0) (cdf=0),[52784] Anaerofilum (-6.331180122985343) (abundance=0) (cdf=0),[572511] Blautia (6.331180122985343) (abundance=0) (cdf=0),[189330] Dorea (6.331180122985343) (abundance=0) (cdf=0),[459786] Oscillibacter (-6.331180122985343) (abundance=0) (cdf=0),[906] Megasphaera (6.331180122985343) (abundance=0) (cdf=0),[216851] Faecalibacterium (-6.331180122985343) (abundance=0) (cdf=0),[239934] Akkermansia (4.242565295907786) (abundance=0) (cdf=0),[292632] Subdoligranulum (-4.075294199571378) (abundance=0) (cdf=0),[1239] Bacillota (-3.0903583904456635) (abundance=0) (cdf=0),[33042] Coprococcus (-2.3446689680185853) (abundance=0) (cdf=0),[1980681] Colidextribacter (2.318840356952529) (abundance=0) (cdf=0),[447020] Adlercreutzia (-2.318840356952529) (abundance=0) (cdf=0),[1654] Actinomyces (2.2558859234139654) (abundance=0) (cdf=0),[1378] Gemella (2.2558859234139654) (abundance=0) (cdf=0),[872] Desulfovibrio (2.2558859234139654) (abundance=0) (cdf=0),[33958] Lactobacillaceae (2.2445567051704827) (abundance=0) (cdf=0),[81852] Enterococcaceae (2.2445567051704827) (abundance=0) (cdf=0),[1300] Streptococcaceae (2.2445567051704827) (abundance=0) (cdf=0),[186826] Lactobacillales (2.2445567051704827) (abundance=0) (cdf=0),[239759] Alistipes (1.9866793724938205) (abundance=0) (cdf=0),[200643] Bacteroidia (1.5103612315188417) (abundance=0) (cdf=0),[102148] Solobacterium moorei (1.4201344461315097) (abundance=0) (cdf=0),[39491] Agathobacter rectalis (-1.1887752083313943) (abundance=0) (cdf=0),[1678] Bifidobacterium (-1.0000498534081539) (abundance=0) (cdf=0),[1578] Lactobacillus (-1.0000498534081539) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liver Cirrhosis,health_concerns,[543] Enterobacteriaceae (32.88001716510035) (abundance=0) (cdf=0),[186803] Lachnospiraceae (-22.4697482582165) (abundance=0) (cdf=0),[216572] Oscillospiraceae (-22.4697482582165) (abundance=0) (cdf=0),[572511] Blautia (-15.161335437598494) (abundance=0) (cdf=0),[203492] Fusobacteriaceae (7.308412820618007) (abundance=0) (cdf=0),[506] Alcaligenaceae (7.308412820618007) (abundance=0) (cdf=0),[31977] Veillonellaceae (5.448463593320552) (abundance=0) (cdf=0),[1300] Streptococcaceae (5.448463593320552) (abundance=0) (cdf=0),[32066] Fusobacteriota (5.448463593320552) (abundance=0) (cdf=0),[1224] Pseudomonadota (5.448463593320552) (abundance=0) (cdf=0),[200643] Bacteroidia (-5.448463593320552) (abundance=0) (cdf=0),[81852] Enterococcaceae (4.961805313563297) (abundance=0) (cdf=0),[1578] Lactobacillus (3.143966185217369) (abundance=0) (cdf=0),[1573805] Marinifilaceae (-2.60411930215686) (abundance=0) (cdf=0),[47678] Bacteroides caccae (-2.60411930215686) (abundance=0) (cdf=0),[823] Parabacteroides distasonis (-2.60411930215686) (abundance=0) (cdf=0),[547] Enterobacter (-2.60411930215686) (abundance=0) (cdf=0),[165179] Segatella copri (2.60411930215686) (abundance=0) (cdf=0),[1573535] Holdemanella (2.60411930215686) (abundance=0) (cdf=0),[1236] Gammaproteobacteria (1.2056292506221153) (abundance=0) (cdf=0),[1485] Clostridium (1.1893883697101766) (abundance=0) (cdf=0),[816] Bacteroides (-1.1893883697101766) (abundance=0) (cdf=0),[29465] Veillonella (1.070496718321583) (abundance=0) (cdf=0),[33038] Mediterraneibacter gnavus (1.00016681157445) (abundance=0) (cdf=0),[1515] Acetivibrio thermocellus (-1.00016681157445) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhringaraj Digestion,health_concerns,[815] Bacteroidaceae (1.0) (abundance=0) (cdf=0),[31953] Bifidobacteriaceae (1.0) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dysentery, Bacillary",health_concerns,[561] Escherichia (1.0) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Immunoglobulin G4-Related Disease,health_concerns,[2614128] unclassified Clostridium (1.0) (abundance=0) (cdf=0),[239759] Alistipes (-1.0) (abundance=0) (cdf=0),[816] Bacteroides (-1.0) (abundance=0) (cdf=0),[2608887] unclassified Streptococcus (1.0) (abundance=0) (cdf=0),[84112] Eggerthella lenta (1.0) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colitis,health_concerns,[1678] Bifidobacterium (-1.0) (abundance=0) (cdf=0),[1350] Enterococcus (1.0) (abundance=0) (cdf=0),[816] Bacteroides (-1.0) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Body Mass Index,health_concerns,[189330] Dorea (1375.8667724241132) (abundance=0) (cdf=0),[239934] Akkermansia (-1373.0466689104303) (abundance=0) (cdf=0),[1647988] Akkermansiaceae (-1373.0466689104303) (abundance=0) (cdf=0),[46205] Pseudobutyrivibrio (1373.0466689104303) (abundance=0) (cdf=0),[216572] Oscillospiraceae (-1373.0466689104303) (abundance=0) (cdf=0),[1117] Cyanobacteriota (-1373.0466689104303) (abundance=0) (cdf=0),[1263] Ruminococcus (2.820103513682838) (abundance=0) (cdf=0),[572511] Blautia (2.820103513682838) (abundance=0) (cdf=0),[31979] Clostridiaceae (-2.820103513682838) (abundance=0) (cdf=0),[171550] Rikenellaceae (-1.9534287701003812) (abundance=0) (cdf=0),[186803] Lachnospiraceae (0.8666747435824571) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COVID-19,health_concerns,[816] Bacteroides (9.83872891847779) (abundance=0) (cdf=0),[841] Roseburia (-8.049661338963364) (abundance=0) (cdf=0),[1678] Bifidobacterium (-7.322744672118249) (abundance=0) (cdf=0),[200643] Bacteroidia (5.594318642059472) (abundance=0) (cdf=0),[186803] Lachnospiraceae (-5.560283923674014) (abundance=0) (cdf=0),[853] Faecalibacterium prausnitzii (-4.72837143762697) (abundance=0) (cdf=0),[39491] Agathobacter rectalis (-4.72837143762697) (abundance=0) (cdf=0),[626935] Collinsella tanakaei (4.295599854184756) (abundance=0) (cdf=0),[46503] Parabacteroides merdae (-4.295599854184756) (abundance=0) (cdf=0),[328813] Alistipes onderdonkii (-4.295599854184756) (abundance=0) (cdf=0),[68892] Streptococcus infantis (4.295599854184756) (abundance=0) (cdf=0),[658081] Lachnospiraceae bacterium 1_1_57FAA (-4.295599854184756) (abundance=0) (cdf=0),[582] Morganella morganii (4.295599854184756) (abundance=0) (cdf=0),[216851] Faecalibacterium (-4.18523063735791) (abundance=0) (cdf=0),[239759] Alistipes (3.8644307016054547) (abundance=0) (cdf=0),[1654] Actinomyces (3.7511440889320387) (abundance=0) (cdf=0),[1301] Streptococcus (3.6964267575828593) (abundance=0) (cdf=0),[543] Enterobacteriaceae (3.5943937231479453) (abundance=0) (cdf=0),[216572] Oscillospiraceae (-3.539676391798766) (abundance=0) (cdf=0),[1350] Enterococcus (3.528860881517556) (abundance=0) (cdf=0),[5476] Candida albicans (3.3733476904263338) (abundance=0) (cdf=0),[186801] Clostridia (-3.3321715328589523) (abundance=0) (cdf=0),[1224] Pseudomonadota (3.2459708765227733) (abundance=0) (cdf=0),[201174] Actinomycetota (-3.2459708765227733) (abundance=0) (cdf=0),[46506] Bacteroides stercoris (-3.229918617265514) (abundance=0) (cdf=0),[360807] Roseburia inulinivorans (-2.8834593091687877) (abundance=0) (cdf=0),[446660] Adlercreutzia equolifaciens (-2.8834593091687877) (abundance=0) (cdf=0),[39488] Anaerobutyricum hallii (-2.8834593091687877) (abundance=0) (cdf=0),[1304] Streptococcus salivarius (-2.8834593091687877) (abundance=0) (cdf=0),[292632] Subdoligranulum (-2.6595927707515328) (abundance=0) (cdf=0),[39496] Eubacterium ventriosum (-2.6595927707515328) (abundance=0) (cdf=0),[33042] Coprococcus (-2.6595927707515328) (abundance=0) (cdf=0),[216816] Bifidobacterium longum (2.592168038481649) (abundance=0) (cdf=0),[74426] Collinsella aerofaciens (2.477821781935211) (abundance=0) (cdf=0),[1239] Bacillota (-2.4131116123626293) (abundance=0) (cdf=0),[102106] Collinsella (-1.8985405010793863) (abundance=0) (cdf=0),[29465] Veillonella (1.8939030391109546) (abundance=0) (cdf=0),[32207] Rothia (1.8939030391109546) (abundance=0) (cdf=0),[2810280] Coprobacillaceae (1.869543551957048) (abundance=0) (cdf=0),[909930] Acidaminococcaceae (1.869543551957048) (abundance=0) (cdf=0),[36427] Rotavirus C (1.869543551957048) (abundance=0) (cdf=0),[186802] Eubacteriales (-1.8438231697302072) (abundance=0) (cdf=0),[1386] Bacillus (1.8438231697302072) (abundance=0) (cdf=0),[1300] Streptococcaceae (1.8438231697302072) (abundance=0) (cdf=0),[186826] Lactobacillales (1.8438231697302072) (abundance=0) (cdf=0),[204516] Phocaeicola massiliensis (-1.8177780722495451) (abundance=0) (cdf=0),[28117] Alistipes putredinis (-1.8177780722495451) (abundance=0) (cdf=0),[1531] Enterocloster clostridioformis (-1.8177780722495451) (abundance=0) (cdf=0),[544580] Actinomyces oris (-1.8177780722495451) (abundance=0) (cdf=0),[1739406] Actinomyces sp. HMSC035G02 (-1.8177780722495451) (abundance=0) (cdf=0),[649756] Anaerostipes hadrus (-1.8177780722495451) (abundance=0) (cdf=0),[214856] Alistipes finegoldii (-1.8177780722495451) (abundance=0) (cdf=0),[1660] Schaalia odontolytica (-1.8177780722495451) (abundance=0) (cdf=0),[1160721] Ruminococcus bicirculans (-1.8177780722495451) (abundance=0) (cdf=0),[1351] Enterococcus faecalis (1.8177780722495451) (abundance=0) (cdf=0),[1981510] Monoglobus pectinilyticus (-1.8177780722495451) (abundance=0) (cdf=0),[1628085] Agathobaculum butyriciproducens (-1.8177780722495451) (abundance=0) (cdf=0),[147206] Collinsella stercoris (-1.8177780722495451) (abundance=0) (cdf=0),[418240] Blautia wexlerae (-1.8177780722495451) (abundance=0) (cdf=0),[28037] Streptococcus mitis (-1.8177780722495451) (abundance=0) (cdf=0),[1302] Streptococcus gordonii (-1.8177780722495451) (abundance=0) (cdf=0),[1535] [Clostridium] leptum (-1.8177780722495451) (abundance=0) (cdf=0),[2173] Methanobrevibacter smithii (-1.8177780722495451) (abundance=0) (cdf=0),[33039] [Ruminococcus] torques (-1.8177780722495451) (abundance=0) (cdf=0),[33038] Mediterraneibacter gnavus (-1.8177780722495451) (abundance=0) (cdf=0),[745368] Gemmiger formicilis (-1.8177780722495451) (abundance=0) (cdf=0),[39490] Eubacterium ramulus (-1.8177780722495451) (abundance=0) (cdf=0),[459786] Oscillibacter (-1.8177780722495451) (abundance=0) (cdf=0),[88431] Dorea longicatena (-1.8177780722495451) (abundance=0) (cdf=0),[301301] Roseburia hominis (-1.8177780722495451) (abundance=0) (cdf=0),[39486] Dorea formicigenerans (-1.8177780722495451) (abundance=0) (cdf=0),[53443] Blautia hydrogenotrophica (-1.8177780722495451) (abundance=0) (cdf=0),[166486] Roseburia intestinalis (-1.8177780722495451) (abundance=0) (cdf=0),[515620] Lachnospira eligens ATCC 27750 (-1.8177780722495451) (abundance=0) (cdf=0),[35833] Bilophila wadsworthia (-1.8177780722495451) (abundance=0) (cdf=0),[410072] Coprococcus comes (-1.8177780722495451) (abundance=0) (cdf=0),[40520] Blautia obeum (-1.8177780722495451) (abundance=0) (cdf=0),[1358] Lactococcus lactis (-1.8177780722495451) (abundance=0) (cdf=0),[626937] Christensenella minuta (-1.8177780722495451) (abundance=0) (cdf=0),[1150298] Fusicatenibacter saccharivorans (-1.8177780722495451) (abundance=0) (cdf=0),[1318] Streptococcus parasanguinis (-1.8177780722495451) (abundance=0) (cdf=0),[1680] Bifidobacterium adolescentis (-1.8177780722495451) (abundance=0) (cdf=0),[28116] Bacteroides ovatus (-1.8177780722495451) (abundance=0) (cdf=0),[39492] [Eubacterium] siraeum (-1.8177780722495451) (abundance=0) (cdf=0),[1512] [Clostridium] symbiosum (-1.8177780722495451) (abundance=0) (cdf=0),[165179] Segatella copri (-1.8177780722495451) (abundance=0) (cdf=0),[1262824] Clostridium sp. CAG:58 (-1.8177780722495451) (abundance=0) (cdf=0),[1303] Streptococcus oralis (-1.8177780722495451) (abundance=0) (cdf=0),[1544] Faecalicatena orotica (-1.8177780722495451) (abundance=0) (cdf=0),[572010] Slackia isoflavoniconvertens (-1.8177780722495451) (abundance=0) (cdf=0),[40518] Ruminococcus bromii (-1.8177780722495451) (abundance=0) (cdf=0),[1578] Lactobacillus (1.6716198316964723) (abundance=0) (cdf=0),[207244] Anaerostipes (-1.6716198316964723) (abundance=0) (cdf=0),[5059] Aspergillus flavus (1.5555696181767886) (abundance=0) (cdf=0),[488447] Burkholderia contaminans (1.5264868015624067) (abundance=0) (cdf=0),[291645] Bacteroides nordii (1.5264868015624067) (abundance=0) (cdf=0),[84998] Coriobacteriia (1.4883483631287449) (abundance=0) (cdf=0),[91061] Bacilli (1.4883483631287449) (abundance=0) (cdf=0),[1263] Ruminococcus (-1.3459130921260176) (abundance=0) (cdf=0),[189330] Dorea (-1.3459130921260176) (abundance=0) (cdf=0)
Adenocarcinoma of Lung,health_concerns,[1485] Clostridium (98653.67444665334) (abundance=0) (cdf=0),[292800] Flavonifractor plautii (98653.67444665334) (abundance=0) (cdf=0),[84111] Eggerthella (98653.67444665334) (abundance=0) (cdf=0),[946234] Flavonifractor (98653.67444665334) (abundance=0) (cdf=0),[906] Megasphaera (1.1807902470001832) (abundance=0) (cdf=0),[3025755] Thomasclavelia (1.1807902470001832) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cholangitis, Sclerosing",health_concerns,[29465] Veillonella (36.5139957113478) (abundance=0) (cdf=0),[1301] Streptococcus (11.369272311579909) (abundance=0) (cdf=0),[196081] Scardovia (9.479265466617875) (abundance=0) (cdf=0),[2614128] unclassified Clostridium (6.872064954264593) (abundance=0) (cdf=0),[40520] Blautia obeum (-6.872064954264593) (abundance=0) (cdf=0),[3100185] unclassified Eubacterium (-6.872064954264593) (abundance=0) (cdf=0),[29466] Veillonella parvula (1.8900068449620342) (abundance=0) (cdf=0),[1350] Enterococcus (1.8900068449620342) (abundance=0) (cdf=0),[29389] Streptococcus alactolyticus (1.8900068449620342) (abundance=0) (cdf=0),[508215] Rothia (1.8900068449620342) (abundance=0) (cdf=0),[446660] Adlercreutzia equolifaciens (-1.8900068449620342) (abundance=0) (cdf=0),[165179] Segatella copri (-1.8900068449620342) (abundance=0) (cdf=0),[39778] Veillonella dispar (1.8900068449620342) (abundance=0) (cdf=0),[43675] Rothia mucilaginosa (1.8900068449620342) (abundance=0) (cdf=0),[1336] Streptococcus equi (1.8900068449620342) (abundance=0) (cdf=0),[68892] Streptococcus infantis (1.8900068449620342) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cholesterol,health_concerns,[853] Faecalibacterium prausnitzii (-1.0) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactitol Digestion,health_concerns,[1678] Bifidobacterium (10043.68846904028) (abundance=0) (cdf=0),[1578] Lactobacillus (11.563034597327512) (abundance=0) (cdf=0),[1301] Streptococcus (11.563034597327512) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
